timestamp,total duration (s)
1666168103.9232464,0.003261
1666168832.4610605,0.0032840000000000005
1666171264.0834816,0.003272
1666436343.3967884,0.0032770000000000004
1666437372.8927069,0.003251
1666441733.0453491,0.003266
1666453575.1681373,0.003278
1666476733.6801052,0.00325
1666480321.3889096,0.003272
1666483837.1737776,0.0032869999999999996
1666487477.8051198,0.003201
1666491088.5719762,0.0032719999999999997
1666494651.1872418,0.0032670000000000004
1666498239.4192286,0.0032689999999999998
1666501836.5358658,0.0032890000000000003
1666505888.5299404,0.0032689999999999998
1666516986.8175511,0.003233
1666519908.0330908,0.003268
1666523500.769803,0.003274
1666527076.5821486,0.003276
1666530665.9502482,0.003265
1666534254.2375119,0.003196
1666537853.6642973,0.003265
1666631437.8915052,0.003239
1666635064.1724567,0.003235
1666638640.5984714,0.0032530000000000002
1666642322.635702,0.003194
1666645838.0075464,0.0032670000000000004
1666649480.6707985,0.003701
1666653079.532753,0.00324
1666656649.997017,0.003232
1666660331.5630937,0.003286
1666663857.8276205,0.003268
1666667485.1038625,0.0035659999999999997
1666671051.9060292,0.003247
1666674636.0437567,0.0032689999999999998
1666678301.2509036,0.003254
1666681953.6149476,0.0032409999999999995
1666685483.375108,0.003249
1666689074.9470925,0.003252
1666692714.1258075,0.0032700000000000003
1666696265.7778506,0.0032909999999999997
1666699856.1853638,0.00324
1666703483.3965075,0.003276
1666707151.3453429,0.003247
1666710826.6214886,0.003239
1666714429.088641,0.0032770000000000004
1666718248.3317533,0.0032689999999999998
1666721605.4465892,0.003264
1666725258.5688026,0.0032619999999999997
1666728812.4820757,0.003269
1666732357.682547,0.003268
1666735925.4851825,0.0032450000000000005
1666740492.2466931,0.003247
1666743090.0166874,0.003266
1666746746.18777,0.00324
1666750323.2742615,0.00324
1666753869.756852,0.00324
1666757522.4622815,0.00321
1666761206.9244967,0.0032630000000000003
1666764735.4815676,0.003273
1666768247.0487998,0.003268
1666772666.3102045,0.003247
1666776336.410191,0.0032719999999999997
1666779354.3895755,0.003262
1666782759.7895298,0.003273
1666786294.9799492,0.0032630000000000003
1666789852.8138368,0.0032
1666793444.8655715,0.003275
1666797038.7711265,0.003254
1666804354.9501336,0.003255
1666807860.0121448,0.003193
1666811536.5294352,0.003296
1666815304.6822824,0.003276
1666818800.8817651,0.0032700000000000003
1666822279.9123807,0.003247
1666825915.1931245,0.003281
1666829508.7707472,0.0032329999999999998
1666833078.8604047,0.00324
1666836664.061049,0.003285
1666840268.0416148,0.003287
1666843870.0555074,0.003275
1666847489.0001874,0.003279
1666851044.2706447,0.0037259999999999997
1666854641.6958141,0.003246
1666858244.5863874,0.0032700000000000003
1666861905.8099384,0.003247
1666865475.249025,0.0032619999999999997
1666869043.1076033,0.003272
1666872646.969986,0.00328
1666876250.1639106,0.003268
1666879846.3501804,0.003271
1666883521.6102278,0.003249
1666887198.5192974,0.003258
1666890828.9542305,0.003264
1666894378.8544438,0.003296
1666897930.6039455,0.003272
1666901527.9688716,0.003276
1666905136.1666489,0.003265
1666909032.7548485,0.00324
1666912466.35726,0.003264
1666916105.081067,0.0032630000000000003
1666919775.9932349,0.003218
1666923334.8569381,0.003273
1666926901.770086,0.003268
1666930552.6421974,0.0032719999999999997
1666934018.5286324,0.003248
1666937526.5803635,0.003261
1666941182.3334332,0.0032240000000000003
1666944932.5870428,0.0032719999999999997
1666948441.0335224,0.003273
1666951894.303429,0.003201
1666955530.8192801,0.003272
1666959092.891359,0.003703
1666962606.3381984,0.003187
1666966249.4550734,0.0032479999999999996
1666969845.3533785,0.00319
1666973465.5546243,0.0032229999999999997
1666977214.4535394,0.00324
1666980785.6447015,0.003266
1666984391.9672384,0.003274
1666987985.446416,0.004918
1666991979.019241,0.003247
1666996103.4418886,0.00324
1666998712.9720027,0.00324
1667002690.8488965,0.00323
1667005913.4344642,0.00328
1667009497.6589766,0.0032719999999999997
1667013032.809479,0.003276
1667016659.1214662,0.003266
1667020408.9375038,0.003266
1667023916.8185036,0.0032630000000000003
1667027652.7834432,0.003254
1667031186.3621655,0.003286
1667034830.6612911,0.00324
1667038365.2737648,0.003242
1667041840.5094182,0.003273
1667045619.8077705,0.003266
1667049072.988469,0.003262
1667052920.9787302,0.00324
1667056375.4938505,0.003271
1667060038.785119,0.0032670000000000004
1667065041.7804766,0.003265
1667078310.1339586,0.0032700000000000003
1667081631.4620268,0.003244
1667097427.5447342,0.003574000000000001
1667100527.6568036,0.003725
1667104125.1680572,0.00325
1667107852.5493224,0.003708
1667110864.834425,0.003439
1667115391.9933033,0.003266
1667117895.4941466,0.003325
1667121394.4720287,0.003271
1667125025.5607786,0.003207
1667128363.051022,0.003253
1667131916.0217385,0.003297
1667135505.6585932,0.003629
1667139194.3298366,0.003285
1667142816.389442,0.003271
1667146322.5929506,0.0032600000000000003
1667149859.9546494,0.003283
1667153453.6716912,0.0032329999999999998
1667157046.926909,0.003296
1667160720.6315033,0.0032630000000000003
1667164379.9077148,0.003272
1667167850.4700673,0.0035
1667171425.4054768,0.003279
1667175010.0334196,0.0032719999999999997
1667178613.7695007,0.003269
1667182246.8306296,0.003268
1667185880.7643723,0.0032770000000000004
1667189430.9991438,0.003278
1667193049.9667573,0.0032670000000000004
1667196886.6143534,0.00329
1667200334.2177346,0.003222
1667204882.0981247,0.0032869999999999996
1667207449.7386186,0.003244
1667211036.167025,0.003256
1667214647.4251986,0.003264
1667218363.9780366,0.003264
1667221970.7315974,0.00324
1667225639.3763905,0.0032840000000000005
1667229389.0551558,0.003258
1667233299.6261823,0.003273
1667236411.1585822,0.003187
1667239873.6339848,0.0033829999999999997
1667243578.6108313,0.003242
1667247416.2539132,0.003256
1667250830.5969298,0.0032
1667254414.5911438,0.0032770000000000004
1667258534.5469427,0.00324
1667261975.3915145,0.0032840000000000005
1667265047.9019346,0.00324
1667268660.851779,0.0032670000000000004
1667272278.5368989,0.003242
1667276016.406719,0.003247
1667279507.776862,0.003248
1667283147.2126904,0.003232
1667286689.3361301,0.003237
1667290278.799643,0.003273
1667293887.087508,0.003275
1667297454.5104065,0.003264
1667301041.9431686,0.003269
1667304657.425472,0.0032409999999999995
1667308250.07571,0.003242
1667311878.3413868,0.003218
1667315472.355035,0.003211
1667319114.4821815,0.0031940000000000002
1667323059.841746,0.0032
1667326615.2148993,0.003237
1667330632.9527798,0.003254
1667334157.2810574,0.003246
1667338009.7426805,0.0032409999999999995
1667340853.4410155,0.003258
1667344355.0717347,0.003274
1667348072.8436875,0.00324
1667351561.2896404,0.0032600000000000003
1667358776.0218232,0.0032700000000000003
1667362386.46761,0.00324
1667365930.0215006,0.003276
1667369821.78343,0.003264
1667373328.9417222,0.003271
1667376711.1741016,0.003272
1667380348.1259663,0.0032719999999999997
1667383935.7696269,0.003248
1667387646.8894696,0.003281
1667391105.870501,0.003283
1667394751.5169852,0.0031940000000000002
1667398287.6535387,0.003252
1667401928.1260324,0.0032329999999999998
1667405592.9876404,0.003553
1667409130.8831048,0.003259
1667412762.943729,0.00324
1667416408.369886,0.003276
1667419989.9111366,0.003247
1667423589.769718,0.003286
1667427317.0343235,0.0032670000000000004
1667430810.1419165,0.003193
1667434415.369299,0.0032450000000000005
1667437987.7929125,0.00324
1667441562.438198,0.003269
1667445193.7390947,0.0032530000000000002
1667448835.0136795,0.0032670000000000004
1667456033.362574,0.003249
1667459541.9256232,0.003236
1667463308.1207066,0.0032600000000000003
1667466690.7255318,0.003268
1667470336.235413,0.003254
1667474005.1777182,0.003236
1667477549.675882,0.0032700000000000003
1667481151.4277265,0.0032670000000000004
1667484756.0484688,0.003258
1667488535.3405066,0.003259
1667492013.65479,0.003244
1667495637.0074089,0.00328
1667499718.3457358,0.003201
1667502981.6409035,0.0032409999999999995
1667506764.6899679,0.00324
1667510156.7423587,0.0032770000000000004
1667513911.8302355,0.0032770000000000004
1667517461.749899,0.00324
1667520960.574563,0.003285
1667524379.7540696,0.003259
1667527973.425618,0.00324
1667531557.491067,0.003242
1667535229.7746284,0.003235
1667538845.3922186,0.003274
1667542406.545858,0.003243
1667545994.503396,0.0032
1667550459.7752278,0.0032619999999999997
1667553223.764459,0.003272
1667556865.6423194,0.003243
1667560275.0306199,0.003273
1667563887.0894926,0.003266
1667567465.461084,0.003266
1667571093.2217898,0.0032649999999999997
1667574689.7214878,0.003265
1667578288.6789904,0.00324
1667581923.757396,0.00321
1667585525.5679288,0.0032670000000000004
1667592698.6335118,0.0032310000000000004
1667596358.9229288,0.0032700000000000003
1667599930.3192134,0.003266
1667603542.0216472,0.0032259999999999997
1667608617.6134033,0.003255
1667610675.5389788,0.003261
1667614336.8375914,0.003252
1667617962.1165032,0.003243
1667621445.3037965,0.003229
1667625039.1851006,0.003235
1667628624.0697205,0.00324
1667632298.8850286,0.003281
1667635861.7959325,0.003285
1667639480.2297633,0.003242
1667643118.5238745,0.003273
1667646670.4061072,0.003281
1667650268.9165778,0.003189
1667653869.4691167,0.003273
1667657483.642578,0.003275
1667661046.2753062,0.0032689999999999998
1667664701.9421868,0.003233
1667668272.375476,0.003258
1667672096.2425578,0.003271
1667675988.1539755,0.003604
1667679227.384792,0.003279
1667682695.3786488,0.00324
1667686339.4123435,0.003257
1667689925.5408313,0.0032670000000000004
1667694309.0189366,0.003207
1667697109.6770964,0.003187
1667700711.591879,0.003216
1667704806.0652132,0.003257
1667707964.2775128,0.0032840000000000005
1667711489.505456,0.003274
1667715044.73657,0.003257
1667719931.3135881,0.003193
1667722337.533373,0.003233
1667730531.295826,0.003256
1667733079.8294456,0.003265
1667736911.8368642,0.00324
1667740361.237188,0.003247
1667744760.3804793,0.003275
1667747746.1827776,0.003595
1667751520.8056245,0.00325
1667755800.1869779,0.0032380000000000004
1667759553.7961118,0.003242
1667763136.865349,0.003247
1667766073.8841784,0.003264
1667770181.7595134,0.003266
1667772808.1178648,0.0032
1667776358.584814,0.003233
1667779974.3385644,0.003266
1667783473.6793687,0.003218
1667787326.8377616,0.0032840000000000005
1667790889.5305002,0.003274
1667794316.1768007,0.0032689999999999998
1667797865.6248796,0.0032630000000000003
1667801535.2094624,0.0032020000000000004
1667805143.9486132,0.003268
1667808705.301111,0.0032700000000000003
1667812328.1821814,0.00324
1667815823.5377808,0.003275
1667819455.755261,0.0032700000000000003
1667823053.8259456,0.0032920000000000002
1667826658.0726929,0.003269
1667830278.05131,0.003278
1667834381.5329814,0.003233
1667841757.651771,0.00324
1667844932.0917056,0.003247
1667848592.2837222,0.003243
1667851985.2844524,0.003247
1667859520.7692418,0.0032340000000000003
1667862841.5832412,0.0032450000000000005
1667866708.1651108,0.003273
1667871009.0603714,0.003262
1667873775.9071493,0.003256
1667877322.913004,0.003268
1667881402.2793071,0.0032649999999999997
1667884467.434972,0.003276
1667888119.610695,0.003204
1667891620.3548336,0.003273
1667895438.4691026,0.003154
1667898720.39098,0.003249
1667902341.1970642,0.003252
1667905925.649607,0.0032600000000000003
1667909569.7858355,0.003266
1667913072.9644964,0.0032340000000000003
1667916682.3769398,0.003247
1667920289.702791,0.003268
1667923922.3178544,0.003282
1667927553.5667212,0.003279
1667931120.68876,0.003193
1667934757.4678442,0.003671
1667938355.0600471,0.003201
1667941947.942576,0.003268
1667945570.5967472,0.003242
1667949369.298877,0.003285
1667953166.8610685,0.00324
1667956496.3488073,0.003278
1667960102.3306172,0.00373
1667963634.2131724,0.0033710000000000003
1667967138.912433,0.003273
1667970751.1525648,0.00324
1667974632.1455026,0.0032530000000000002
1667977966.6780589,0.0032700000000000003
1667981603.5248842,0.003258
1667985157.877923,0.003266
1667988854.4057474,0.0032619999999999997
1667992428.925169,0.0032340000000000003
1667995979.2325132,0.00324
1667999631.2184322,0.003259
1668003287.4030676,0.0032619999999999997
1668006794.1591682,0.0032700000000000003
1668010395.5767136,0.003266
1668013982.0986767,0.003271
1668017583.3813481,0.0032649999999999997
1668021259.8551002,0.003282
1668024903.7733545,0.00324
1668028305.6668227,0.0032700000000000003
1668032283.1455154,0.0032
1668035575.3988106,0.003254
1668039254.6304035,0.003247
1668042738.671517,0.003276
1668046322.8672738,0.003266
1668049947.0680995,0.00328
1668053499.246312,0.0032409999999999995
1668057096.5085528,0.003215
1668060938.0610027,0.0032670000000000004
1668064447.6463163,0.003288
1668067944.326491,0.0032329999999999998
1668071549.149436,0.003275
1668075203.9803658,0.0032359999999999997
1668078792.8883646,0.003259
1668082288.5588233,0.003273
1668085891.7889695,0.003247
1668089507.9813054,0.0032530000000000002
1668093185.4159462,0.003273
1668096899.0296426,0.0032689999999999998
1668100503.5008216,0.00324
1668104841.722239,0.003256
1668108270.3828654,0.003239
1668111126.7583587,0.003266
1668114758.6268108,0.003243
1668118303.0091474,0.00324
1668121996.136658,0.0032
1668125584.534073,0.003278
1668129083.3418436,0.003251
1668132679.480516,0.0032359999999999997
1668136340.386704,0.003237
1668140126.848801,0.0032549999999999996
1668143718.3591967,0.003249
1668147231.9042716,0.003266
1668150727.027715,0.003248
1668154434.0447412,0.003278
1668158017.4087994,0.00324
1668161710.6498404,0.003266
1668165111.9685578,0.0032670000000000004
1668168684.4280095,0.0032670000000000004
1668172301.3747034,0.003268
1668175909.7466815,0.003257
1668179525.8585155,0.003285
1668183184.408403,0.003288
1668186762.528266,0.003285
1668190302.7901185,0.003274
1668287542.6758885,0.003286
1668291083.2643626,0.0032689999999999998
1668294738.7345989,0.003233
1668298292.0275445,0.0032700000000000003
1668302001.791299,0.00325
1668305557.1614199,0.0032770000000000004
1668309094.831709,0.0032700000000000003
1668312747.6196985,0.003271
1668316361.8633804,0.003262
1668319914.1786053,0.003271
1668323495.369803,0.003247
1668327102.1458335,0.0032700000000000003
1668330748.1986115,0.003276
1668334318.1418955,0.003229
1668337899.156044,0.003195
1668341533.0896552,0.0032670000000000004
1668345175.8899212,0.003271
1668348723.933882,0.003266
1668352393.7319126,0.003233
1668355941.6749372,0.003232
1668359547.9043493,0.003259
1668364339.9452806,0.0032649999999999997
1668367945.4328566,0.00323
1668371533.1346912,0.003268
1668375116.6030846,0.003275
1668378722.1719909,0.003261
1668382390.1177962,0.003243
1668385992.9081516,0.0032619999999999997
1668389532.21408,0.0032600000000000003
1668393140.3987968,0.0032600000000000003
1668396717.3549027,0.003232
1668400331.8130085,0.003266
1668403909.376793,0.003254
1668407535.0770574,0.0032649999999999997
1668411195.9318724,0.003221
1668414707.9772725,0.0032549999999999996
1668418342.0202286,0.003183
1668421955.0213366,0.0032479999999999996
1668425563.4127598,0.003207
1668429120.790533,0.0031899999999999997
1668432730.653283,0.0032600000000000003
1668436304.9287467,0.003252
1668439901.513664,0.003251
1668443511.9884918,0.0032549999999999996
1668447091.3177214,0.003207
1668450780.8608902,0.003203
1668454411.1438804,0.0032670000000000004
1668514290.4520874,0.0037070000000000002
1668517891.223234,0.00328
1668521546.9808905,0.003243
1668525340.9647515,0.00328
1668528976.4685984,0.003243
1668532319.0857456,0.0032409999999999995
1668536396.0840294,0.0032649999999999997
1668539587.5688078,0.0032600000000000003
1668543216.9164708,0.0032359999999999997
1668546801.4729712,0.003258
1668550566.1168199,0.0032840000000000005
1668554157.3428886,0.003195
1668557795.3345704,0.00351
1668561242.6112626,0.003597
1668564818.5219204,0.003204
1668568459.3666456,0.003257
1668571889.592255,0.003268
1668575531.8694234,0.003269
1668579204.098144,0.0034770000000000005
1668582741.486447,0.00325
1668586303.3607366,0.003247
1668589839.3380392,0.003276
1668593507.148918,0.003239
1668597033.34308,0.00359
1668600668.321624,0.003274
1668604248.6324544,0.00324
1668665490.4534292,0.003251
1668669014.910082,0.003264
1668672617.1868722,0.003264
1668676296.613127,0.003268
1668679862.446181,0.0032649999999999997
1668683533.9629571,0.0032270000000000003
1668687362.8719993,0.0032649999999999997
1668690859.8977096,0.003281
1668694413.1785948,0.0032689999999999998
1668697951.2389314,0.0032670000000000004
1668701621.6708007,0.003281
1668705155.241558,0.003235
1668709116.1336484,0.003261
1668712497.1395464,0.003225
1668715958.794443,0.0032409999999999995
1668719524.9147804,0.003264
1668723365.8316474,0.00328
1668726691.7258506,0.0032600000000000003
1668730326.3852408,0.003286
1668733898.665782,0.003268
1668737570.4722214,0.003266
1668741220.588707,0.003262
1668744886.6502035,0.003545000000000001
1668748442.2829287,0.00324
1668752180.6127768,0.0033159999999999995
1668755552.399179,0.003233
1668759199.3905075,0.0032310000000000004
1668762689.2841306,0.003274
1668766294.0939286,0.00328
1668769874.7952106,0.00322
1668773460.8839552,0.003273
1668777104.5034196,0.0032770000000000004
1668780679.6845946,0.003273
1668784301.3108234,0.00324
1668787917.17054,0.003243
1668791999.3748667,0.003281
1668795309.6311965,0.0032479999999999996
1668798748.8467526,0.003268
1668802304.0736158,0.0032409999999999995
1668805935.8066087,0.003275
1668809807.31555,0.00324
1668813131.4910285,0.0032630000000000003
1668816937.9629595,0.0032
1668820282.1255767,0.003233
1668823882.2597914,0.003279
1668827456.2989528,0.003281
1668831059.6337461,0.003249
1668834662.521841,0.003244
1668838290.513848,0.003708
1668841856.1147053,0.0032700000000000003
1668845454.5019126,0.0032630000000000003
1668849061.430024,0.003269
1668852653.0773726,0.003249
1668856224.2428005,0.0032630000000000003
1668859831.2508535,0.00324
1668863505.6010373,0.003264
1668867097.0228462,0.003266
1668870705.2961712,0.003242
1668874302.839941,0.00323
1668877901.4919868,0.003268
1668881516.7705822,0.0032
1668885124.8031206,0.003242
1668888719.0622525,0.0032869999999999996
1668892316.9127016,0.003262
1668895940.8922613,0.0032670000000000004
1668899519.9078007,0.00324
1668903237.6501572,0.003271
1668906809.530733,0.003243
1668910330.3583276,0.00328
1671171643.0712345,0.0031850000000000003
1671173092.1777813,0.003204
1671175168.3383634,0.003233
1671597641.6595814,0.0031219999999999998
