timestamp,rpc-uni-directional(MiB/s),rpc_ff-uni-directional(MiB/s),rpc-bi-directional(MiB/s),rpc_ff-bi-directional(MiB/s)
1667859477.9208245,4.048503952159827,4.025203425240258,4.136492264803839,4.165455039922168
1667862797.4306138,4.054995861529141,4.01742986952437,4.144113206151086,4.175050601778445
1667866648.0829892,4.059427087862753,4.0185507161222835,4.142620944704672,4.174829975311499
1667870879.3608675,4.039084803099952,4.02558437994668,4.13885508515332,4.169774327930621
1667873647.0269845,4.055913223916149,4.0227952836601615,4.140954049951056,4.1723168096996455
1667877227.1132927,4.044861050791634,4.022663395761672,4.142561522784965,4.168211591854024
1667881261.6120052,4.033701132808731,4.021383654057061,4.140218836111044,4.1727284148453005
1667884421.1890116,4.051287615272845,4.0260018173571765,4.125513795904116,4.155065658150255
1667888076.0415325,4.049027977258883,4.0163061227088654,4.139784664293701,4.171410488210482
1667891572.7813144,4.053458764992636,4.024604692408012,4.111477590787096,4.139794107428302
1667895380.6652298,4.035921793167103,4.017813532970407,4.13219883279573,4.161287126077228
1667898674.1257336,4.05577192349387,4.020928644176506,4.143114770210663,4.171269985303431
1667902291.8571966,4.045099905420859,4.01887933791856,4.137325621731216,4.167042490064892
1667905883.3734095,4.048581625417041,4.0296799710249385,4.139239762581561,4.170472942416178
1667909525.7796881,4.049729568350755,4.0268640684478125,4.136698376360481,4.167408911003665
1667913029.997892,4.050499625104355,4.02094105986232,4.128945025121707,4.159954997793828
1667916634.4741127,4.053147617626107,4.0274637734765735,4.1368283348966175,4.16697153416041
1667920243.2023106,4.012102941788021,3.9990165131384736,4.1098281860333525,4.135040373881932
1667923877.9538932,4.05043776144578,4.102982230518263,4.136378068606056,4.167978613112563
1667927510.865149,4.048173685748372,4.0272231750166165,4.141825894511075,4.168087745298685
1667931077.2916648,4.047784815205558,4.017630084043339,4.133880461597138,4.162412048174036
1667934711.13694,4.051121638186103,4.1013620854612896,4.1372338090663465,4.1703380036707065
1667938306.648075,4.0490745266822135,4.024612899806328,4.138135265113177,4.167045446309343
1667941895.5836926,4.053957671790348,4.023058939361545,4.140388611347741,4.173025928773911
1667945522.1422813,4.0573579573735365,4.026263534158018,4.1257576947940136,4.152768249791665
1667949320.4027634,4.051441955634972,4.0288639368428285,4.139891674464653,4.170900948757868
1667953104.3612256,4.048783510896164,4.021867096499461,4.123276554895218,4.151728294060473
1667956450.571095,4.050801084310092,4.026005907895339,4.132986108570981,4.162456865001865
1667960058.1555426,4.0560124886087605,4.023988695063164,4.1213299979360905,4.151945667098375
1667963591.1635425,4.042819562241122,4.0227087367445185,4.142289329046245,4.171240708142195
1667967091.9944315,4.054494315849015,4.022552084185014,4.134737948145543,4.160036122383796
1667970704.4589338,4.055129764292919,4.106000405288851,4.137841311391328,4.1699887283541175
1667974583.4736025,4.050217300517707,4.022350001387847,4.1262872965216175,4.15511731664473
1667977890.0116026,4.051758182006797,4.017338073680269,4.140240847756518,4.169142259005337
1667981555.721525,4.047757581223123,4.0239188268766,4.141424687074103,4.172731332638029
1667985112.6336036,4.009973264703064,3.9832247286510643,4.107782995877346,4.136152760280131
1667988807.458186,4.051935476526187,4.02022450807899,4.137619924588398,4.167783876774839
1667992380.8328605,4.05309381646733,4.107667773231807,4.1382995396494735,4.1694040177342
1667995924.525305,4.0522051337376865,4.020883116958222,4.124918107130456,4.154633917590823
1667999582.779217,4.045545937630668,4.02088725599347,4.135479312241418,4.159121843199987
1668003228.3059812,4.047757581223123,4.026018179278662,4.139290186816663,4.172547473400609
1668006749.3660069,4.052959284403869,4.025400088751118,4.135472953983015,4.1675329512640085
1668010349.7348516,4.0532859328662125,4.019216021268524,4.138978092861743,4.170126710993405
1668013935.8962245,4.029752973963738,4.073370042138256,4.122756361358927,4.149339220051181
1668017535.0085278,4.051040556549155,4.022708736744519,4.141988779219783,4.1709888430493
1668021151.813906,4.053232148840502,4.022820008182821,4.135415725468063,4.168255814209078
1668024774.4989386,4.048965903598875,4.027113026164992,4.141004275550754,4.171533390977501
1668028262.5567029,4.052805482427245,4.028437039841143,4.137632578303472,4.170214762102096
1668032241.8684485,4.0450294373885916,4.024994372634962,4.141546969230502,4.171559722760281
1668035530.5018015,4.0590822848865376,4.016590467267158,4.133245021512458,4.170188348643891
1668039202.9040868,4.0492645517292285,4.020282538914461,4.14119256983438,4.171550945676747
1668042691.4584165,4.043582317210356,4.0255106728525805,4.117794785585112,4.14413190491964
1668046277.8609276,4.052255194504678,4.0213092305085025,4.1365303235313,4.167083875656132
1668049904.4501677,4.046385894116016,4.0172086920495484,4.1420107013428265,4.173171694527412
1668053452.1513374,4.044657333234866,4.028050437781489,4.142886680107691,4.1723168096996455
1668057052.5176358,4.047278762384488,4.0251460482702734,4.142186038501852,4.173730980815984
1668060895.4783385,4.048996941537902,4.021656431338636,4.142232991794714,4.17464700258121
1668064404.7185788,4.056455085638042,4.0234129748464165,4.13924606593113,4.171214357009491
1668067900.4491663,4.052185878059916,4.025268989639489,4.140859861292962,4.170449477819804
1668071497.5383039,4.0477264545804355,4.1134085068181765,4.1384826956636935,4.168983362166183
1668075144.4096756,4.051623235500562,4.0256621683106415,4.143327129992047,4.174161606288061
1668078744.353401,4.008007935460325,3.9943536723519593,4.104637312986588,4.126303531768661
1668082244.3495152,4.0519701561201735,4.0231577689980185,4.1385616184051255,4.1698888837909305
1668085845.4834638,4.05556179732798,4.111722783172441,4.1208436364387735,4.150080686233493
1668089450.9339266,4.048876657166098,4.026778328659529,4.1416974230960415,4.1721912070627685
1668093142.478219,4.051094612655724,4.014806054408803,4.1365398376920615,4.166296874240488
1668096750.7061465,4.050650380863913,4.027850897895531,4.140850441303549,4.1722116564792255
1668100363.809326,4.0485971584016065,4.100549740786547,4.133905987497736,4.162412048174036
1668104790.2215698,4.048119264829371,4.022411873455922,4.137778069533995,4.167311425939519
1668108171.848381,4.04917148862561,4.021739057306924,4.079398339019855,4.096475501234038
1668111076.7415824,4.052824710653293,4.113351640755603,4.1234236664252375,4.149779329867439
1668114708.5261967,4.056485592951115,4.0221560784750965,4.141675485153376,4.173733891880797
1668118259.1571171,4.046311730806938,4.022403624356117,4.1408096189881975,4.171662108963595
1668121939.1782124,4.0424022325706135,4.017784353096678,4.130063456711654,4.158045703525655
1668125517.9367476,4.051229723493163,4.016623907332,4.076075821605072,4.090586031304527
1668129040.844918,4.0546934720151135,4.02258094548151,4.140237703304039,4.171703056687279
1668132633.8250782,4.043515531383386,4.025395992502851,4.141082741423734,4.17169428250007
1668136296.948581,4.0428313676246574,4.020560150612063,4.140677705277257,4.157571597700313
1668140082.622336,4.045721876952982,4.019137069590252,4.141565778814372,4.171820028914312
1668143621.2337928,4.042477066450445,4.020684396862371,4.12712748479743,4.150664353529561
1668147183.5519805,4.056733385459967,4.0176551043695365,4.139583161826357,4.172979273398034
1668150682.3612835,4.047286552280308,4.025915907154608,4.1403980413596155,4.1722700780782125
1668154373.050684,4.0476875431396095,4.019602262029342,4.1411894322652,4.170660613561281
1668157969.6274288,4.052066473798159,4.1090923509600685,4.1355047443441935,4.170959546928602
1668161663.4098835,4.044802295917983,4.026933464452194,4.1316186643491255,4.168683064981379
1668165064.8946366,4.046346862374151,4.02353229386525,4.138889783162868,4.167689427715593
1668168635.4048052,4.035105397258496,4.021189299069938,4.13424087594659,4.165125569088229
1668172257.3368564,4.044539760392412,4.015967175025232,4.1356827273756025,4.164855275792221
1668175865.0393345,4.046916377831505,4.025924089810885,4.134572320618351,4.149966933399761
1668179479.455618,4.023170121121397,4.026283974142487,4.1364764060163255,4.170804244487251
1668183141.267794,4.021441530223182,4.007653912468717,4.112554733060429,4.136552522915529
1668186676.533358,4.047847057896036,4.022646906957838,4.142267420983491,4.1709243889749485
1668190258.2862525,4.0514110919502135,4.028530586511328,4.137550322564531,4.160213341916792
1668287495.4706664,4.049892206607897,4.025100961046814,4.140991719695369,4.173562105661666
1668291040.000975,4.0476408448081775,4.024181801574228,4.139649290129624,4.173259130501515
1668294689.694549,4.050406826311583,4.021846447569863,4.139258672355813,4.121556561525948
1668298240.778223,4.028498050824471,4.024793423338763,4.142236121833754,4.169762576902915
1668301957.0749393,4.053957671790348,4.024662140939282,4.140127633121608,4.169474577357735
1668305511.010466,4.048014290938053,4.027793869656287,4.12466721769861,4.154061656336847
1668309043.9109304,4.048616573851098,4.02126374317181,4.141412143367497,4.1721035557986665
1668312702.9702408,4.05260545839371,4.023869501388332,4.136821996357988,4.165882089425613
1668316315.276385,4.044986367961622,4.0214787322575285,4.131378035763099,4.1621191310312975
1668319869.5428386,4.0371514905277035,4.1002947093015285,4.124054046860189,4.149690112873304
1668323452.0219495,4.046038388229866,4.021672957789932,4.142258031475416,4.168329508129031
1668327058.2410955,4.054704959007956,4.013957354985747,4.137008944369123,4.1668473334252685
1668330706.1257572,4.053147617626107,4.1037968816189245,4.140335170745791,4.170249977547637
1668334276.3876252,4.023338898273942,4.008212540019553,4.121024442488678,4.147602132369971
1668337850.8501544,4.0506851632241405,4.023832503595339,4.135590566697544,4.169645049134955
1668341486.450691,4.0486592847849305,4.0217762338646645,4.137667374119031,4.121494186241665
1668345133.4771006,4.051187264616265,4.01742986952437,4.134295071700063,4.159082702788199
1668348683.9013314,4.044445679195833,4.027011011572256,4.112839510845115,4.13753450236695
1668352348.1098251,4.047325499663653,4.0242680554614845,4.139012781045359,4.170637159102717
1668355898.7734635,4.051727340787683,4.019789029473634,4.135237632957555,4.1665751504923145
1668359501.8157852,4.03019073408336,4.009085288668008,4.131980959841044,4.1617332549901285
1668364261.2211092,4.047232020075076,4.016820315730298,4.138788835799727,4.170097356656298
1668367872.470804,4.039949220939653,4.015862508097314,4.135927335005468,4.158585613879012
1668371457.0693312,4.039988831892062,4.01139702948838,4.131859159684429,4.163074865400056
1668375039.4154072,4.0389935026340655,4.019834671523986,4.133877270754072,4.169374614507314
1668378649.3590698,4.035513787047547,4.017725987466854,4.140743667141203,4.172118165571223
1668382313.3036408,4.0489038210654185,4.0211107053383275,4.133289756256615,4.158229770725648
1668385920.6307893,4.061358220924717,4.022721101645612,4.13803730264463,4.167798632585058
1668389455.207044,4.045866484797428,4.025924089810885,4.086769013798387,4.106666761969916
1668393064.9347758,4.0412189326126375,4.0116423267053865,4.14363299536647,4.172859696114866
1668396638.1440015,4.050480293657662,4.0156614768569225,4.136022599397012,4.1663501749869845
1668400253.8423278,4.052208984770791,4.018217680960147,4.141703690876123,4.173334894109173
1668403835.8252466,4.047613601795786,4.0259077243441554,4.137850796875679,4.167777974310371
1668407460.5520067,4.048736930268468,4.019805627137853,4.137126141907791,4.167045446309343
1668411124.638025,4.041972673060202,4.016230823859025,4.135377568934774,4.164132678120582
1668414633.993889,4.048593275207548,4.016481769270524,4.138365863678996,4.17231973025903
1668418268.326515,4.044410393492027,4.019706031636377,4.138444807652802,4.164561029265557
1668421867.1382468,4.045502919397642,4.015782944358066,4.1438856399584925,4.173206671029487
1668425488.5093818,4.040103683227775,4.024284482831273,4.138978092861743,4.170651818287758
1668429044.2902966,4.037207303217077,4.020170615359196,4.137164145129357,4.167960913416923
1668432645.6303778,4.044198619042978,4.016126220460031,4.141738162049748,4.161903800636106
1668436229.285439,4.048480647473502,4.101269224661555,4.139551668618759,4.168067100772096
1668439808.9698975,4.032844309794716,4.0188876542312615,4.134068679854794,4.1666343352077435
1668443440.5004976,4.043417298271021,4.097611266430532,4.134750686108616,4.170235304792349
1668447018.1499205,4.045878207647746,4.011553528195538,4.1403037320255,4.17195158502224
1668450705.1264164,4.045236893871637,4.006037954997317,4.134804818283995,4.165849482398062
1668454333.4601324,4.043409438662072,4.017016635343629,4.123057429800391,4.16451345555222
1668514243.3407865,4.0470566915956585,4.01999230716466,4.1374079200356615,4.162265614298022
1668517853.9703755,4.054498146636677,4.1116052424538365,4.140746807932462,4.165736821098919
1668521504.261297,4.050174742540782,4.028628178949762,4.11856561800762,4.152153753408704
1668525283.1807804,4.043700149503969,4.024555444760634,4.142952307343432,4.1755408040167685
1668528816.2931144,4.051785166277009,4.022572699592509,4.107382974392002,4.136809319003193
1668532271.9762332,4.043613742281419,4.0231495340539185,4.12513629565629,4.154907605777312
1668536357.1440566,4.050808811282459,4.1090822160877325,4.120531157673296,4.149760872682647
1668539546.3691726,4.0419411290142175,4.025551622782544,4.140171664542258,4.1703380036707065
1668543173.0387714,4.048453457092135,4.017062569674436,4.140586598610773,4.17183172440442
1668546756.1052554,4.048142588915407,4.02153246290398,4.141644143312815,4.17140463483013
1668550521.7011511,4.0062648937960015,3.9810938767643287,4.109322011318244,4.13580346004773
1668554114.77715,4.0521204023686765,4.113351640755603,4.138523737279158,4.171486574976819
1668557745.5985312,4.0537850381346585,4.028119644489443,4.136279708924176,4.169342268658316
1668561184.4617107,4.0477031081343045,4.1134854314059535,4.133008489857762,4.160960472815159
1668564775.530693,4.0498534887373445,4.027581984895049,4.140328883183799,4.172267157184906
1668568401.6196964,4.052697788626107,4.022003354817499,4.143227208912108,4.17219704985144
1668571851.6670382,4.02540418496075,4.0087959859068265,4.120027429287908,4.151400498035618
1668575491.0894835,4.0511332200414625,4.105666843148337,4.1387320425948495,4.169389316369593
1668579163.2906134,4.053316663604918,4.022180839413665,4.134843025169373,4.169944682111677
1668582702.3256488,4.0411359807487806,4.022428371185487,4.137977250207742,4.171758622423432
1668586263.5400026,4.052613153329516,4.018138547565319,4.1402691468043615,4.173565017858661
1668589803.6365025,4.013709154251223,4.00060325016804,4.122500944091084,4.151274828357327
1668593463.5638936,4.052874700057191,4.112732322301056,4.138959170866465,4.17195158502224
1668596994.4686668,4.052755485054968,4.01976413178789,4.140212546864562,4.170505204166297
1668600630.1289608,4.045753147594142,4.020050369033257,4.142126557042646,4.169406957947404
1668604208.25286,4.040922603173948,4.0238489474480135,4.134995819107397,4.165039449925475
1668665449.6307778,4.043397648981943,4.023515838018406,4.126845440649185,4.168577028144415
1668668973.9194224,4.009506135223509,4.003486382202183,4.120725249887971,4.151195116544476
1668672579.608178,4.054149406514489,4.024497982112911,4.141063910907099,4.1696332946086905
1668676258.0707464,4.0448101303604185,4.024321442141565,4.138905554069004,4.169145200991198
1668679823.642845,4.0507276712150535,4.0252362086771365,4.133909178129823,4.167323243476442
1668683488.3731325,4.052301399322286,4.017383974027655,4.136187674856648,4.168521053818656
1668687317.3035195,4.046678520418129,4.024120181164938,4.0933411230688765,4.109959694882197
1668690816.3469234,4.049051252594218,4.025309962363198,4.140633725134818,4.171799561048725
1668694264.9715168,4.050777902568085,4.107081019331544,4.136951917912802,4.168491590749243
1668697905.0386164,4.051765891969371,4.018866863150906,4.136355860302406,4.170164868665679
1668701552.5877163,4.044900216291846,4.02799343574,4.137094470015978,4.169354031063964
1668705110.7428734,4.048604924685561,4.024214662217913,4.139885380478553,4.169248157942771
1668709028.7667544,4.02182992771928,3.998523497483892,4.110300084091847,4.136847349957455
1668712443.66094,4.049915435673498,4.018958336460279,4.1351644666569545,4.166977447595254
1668715914.447537,4.057003889661737,4.024969771593694,4.1409697460749335,4.1720655680897485
1668719485.078686,4.049725695268865,4.0148648137492815,4.140429473253813,4.170323333889153
1668723319.4238505,4.050974907944451,4.019137069590252,4.108301119816296,4.13660643098203
1668726649.7591255,4.045714058940868,4.018226009952465,4.140982302565603,4.172036344513968
1668730285.7056904,4.049512622554955,4.026312588504672,4.135968618807474,4.1690510475571765
1668733838.798825,4.012698059518269,4.000802702520415,4.10619429814659,4.1384953242661675
1668737532.5523336,4.045819590231568,4.020083543759044,4.141810229299901,4.173110478869844
1668741180.3738887,4.04883008652835,4.02312482828469,4.143274049780808,4.17297344112362
1668744846.1549804,4.054911672941421,4.021850577434325,4.136273362373221,4.166980404282484
1668748401.2710245,4.053846426852252,4.025997726780487,4.1389370941632775,4.171840495815315
1668752133.291392,4.0500276919788005,4.019938385620963,4.130353070043061,4.158666994644489
1668755490.5508795,4.051237442843008,4.022259239740304,4.140366607190387,4.167340969178913
1668759144.407125,4.04947387082773,4.0198388205634465,4.139976634350528,4.171866808985117
1668762645.5218885,4.048496184070002,4.025092762866898,4.136213065513025,4.166868036014567
1668766251.7180989,4.048546674170396,4.020444155366574,4.136289228576717,4.167845847808963
1668769831.594874,4.049779915272384,4.029010204982939,4.1394540251594165,4.172124009342634
1668773422.2843366,4.054900191414887,4.024317335706853,4.137046957847072,4.1631494436460414
1668777068.749244,4.049442866956151,4.024752401851824,4.1416974230960415,4.1733989914553735
1668780639.0411284,4.050228906514935,4.024132505946263,4.122952734013195,4.154484837032048
1668784264.5532274,4.025965000779857,3.9988140611843317,4.120070252458857,4.14870751439305
1668787880.6027772,4.049725695268865,4.027500463222326,4.13386131618707,4.166228758210086
1668791638.1154675,4.048371875732502,4.022242735584497,4.136875870987765,4.169115780235715
1668795112.938817,4.049152097968695,4.018388393383748,4.1398759393283715,4.170464143341103
1668798707.6783314,4.051939329951163,4.02613269547224,4.141477993785642,4.172480330786675
1668802259.2487226,4.054153240345694,4.024584173233609,4.137449063340335,4.1696538648208765
1668805889.6686661,4.042725107618496,4.020700960343756,4.1387131098760115,4.167839946186684
1668809573.8970125,4.054034375838076,4.110983426775597,4.134167541513662,4.168105439826142
1668813092.5565436,4.046904682971279,4.0245431319761575,4.140618016861667,4.17368731250208
1668816897.4237182,4.042882520578739,4.0196852796984395,4.11230665672938,4.138220569262726
1668820243.4713664,4.0390530485931135,4.104029358675686,4.125656899859546,4.1543326612423055
1668823840.6635303,4.01741735305172,4.002956147520295,4.108778059887583,4.151167520584772
1668827415.6529162,4.047835388071048,4.024428195817705,4.140972885231636,4.174661527043081
1668831018.1816678,4.041286072518762,4.01859232756651,4.141546969230502,4.171053287559376
1668834622.5211885,4.045964165549315,4.019157847739281,4.139551668618759,4.172678809369417
1668838244.5216446,4.058201986134182,4.111403670037676,4.140011242872938,4.169659741845408
1668841813.0287075,4.0494196125998805,4.021569657150103,4.138188977086883,4.172722579201035
1668845411.0230713,4.046409311477436,4.016979049095334,4.1346360309888635,4.165908766081884
1668849023.7312505,4.043543032673608,4.022486108304155,4.132144374803128,4.162032413573791
1668852612.8110778,4.053162988161655,4.106541048408875,4.1407373854905405,4.15170379450221
1668856184.2534757,4.047874286268272,4.0275942118262265,4.136339996533044,4.167275971399233
1668859794.2877815,4.05792462611549,4.021796886132829,4.122939645264991,4.152169049938392
1668863466.2438936,4.048919342530807,4.022514973985303,4.136254322163864,4.16342676234209
1668867058.78703,4.050634921142928,4.024621107049542,4.136241628227189,4.167193232880807
1668870666.2125607,4.0376933675834685,4.019593959389557,4.133912368738471,4.1621191310312975
1668874266.0271628,4.050453228186592,4.02358165766494,4.138176339573041,4.168768464720428
1668877852.885768,4.047909291667228,4.025441049108969,4.137483873861691,4.168494537146133
1668881476.4782152,4.043075273731634,4.017104323941466,4.133123575402618,4.164825562970866
1668885085.282912,4.051349357999823,4.105636197042259,4.134811186331649,4.166196177201174
1668888679.4690096,4.048876657166098,4.109882143199101,4.117171827514267,4.146738720496649
1668892279.2270045,4.059226301837668,4.021937295517345,4.122337136028799,4.150046870935592
1668895899.860876,4.0566495330532435,4.022209725391178,4.140941492643497,4.173352376141803
1668899482.0773606,4.0542644067310345,4.0252648921545084,4.13882038437135,4.17138707421571
1668903193.0449471,4.0433583477365405,4.020812747322951,4.1269718968843785,4.155679085694305
1668906760.0705874,4.057974031960809,4.0186297744577715,4.140039556885524,4.172185364195491
1668910291.8417954,4.050074134377659,4.0246826564303495,4.135892399492131,4.165630062376184
1671171593.5083213,4.046432727576248,4.0285631197609195,4.13008277027677,4.165214639910328
1671173050.8783712,4.054704959007956,4.021858837045434,4.139255520783948,4.172848028275529
1671175120.8904777,4.049551370824706,4.011612729219424,4.133098003472512,4.1635161822242015
1671597575.4937336,4.033073766167451,4.0213340397751285,4.134454431788266,4.17140463483013
